date,failure,Smart 194: Temperature_Celsius (Raw Value),Smart 8: Seek_Time_Performance (Raw Value),Smart 183: Runtime_Bad_Block (Raw Value),Smart 1: Raw_Read_Error_Rate (Raw Value),Smart 12: Power_Cycle_Count (Raw Value),Smart 4: Start_Stop_Count (Raw Value),Smart 188: Command_Timeout (Raw Value),Smart 10: Spin_Retry_Count (Raw Value),Smart 187: Reported_Uncorrect (Raw Value),Smart 190: Airflow_Temperature_Cel (Raw Value),Smart 9: Power_On_Hours (Raw Value),Smart 7: Seek_Error_Rate (Raw Value),Smart 3: Spin_Up_Time (Raw Value),Smart 11: Calibration_Retry_Count (Raw Value),Smart 200: Multi_Zone_Error_Rate (Raw Value),Smart 195: Hardware_ECC_Recovered (Raw Value),Smart 5: Reallocated_Sector_Ct (Raw Value),Smart 197: Current_Pending_Sector (Raw Value),Smart 198: Offline_Uncorrectable (Raw Value),Smart 199: UDMA_CRC_Error_Count (Raw Value),Smart 196: Reallocated_Event_Count (Raw Value),Smart 184: End-to-End_Error (Raw Value)
2013-04-10,0,14,,,0,,,,,,,34699,,,,,,0,0,,,,
2013-04-11,0,14,,,0,,,,,,,34723,,,,,,0,0,,,,
2013-04-12,0,14,,,0,,,,,,,34747,,,,,,0,0,,,,
2013-04-13,0,14,,,0,,,,,,,34771,,,,,,0,0,,,,
2013-04-14,0,14,,,0,,,,,,,34795,,,,,,0,0,,,,
2013-04-15,0,14,,,0,,,,,,,34819,,,,,,0,0,,,,
2013-04-16,0,14,,,0,,,,,,,34843,,,,,,0,0,,,,
2013-04-17,0,14,,,0,,,,,,,34867,,,,,,0,0,,,,
2013-04-18,0,13,,,0,,,,,,,34891,,,,,,0,0,,,,
2013-04-19,0,14,,,0,,,,,,,34915,,,,,,0,0,,,,
2013-04-20,0,14,,,0,,,,,,,34939,,,,,,0,0,,,,
2013-04-21,0,14,,,0,,,,,,,34963,,,,,,0,0,,,,
2013-04-22,0,14,,,0,,,,,,,34987,,,,,,0,0,,,,
2013-04-23,0,14,,,0,,,,,,,35011,,,,,,0,0,,,,
2013-04-24,0,14,,,0,,,,,,,35035,,,,,,0,0,,,,
